ÖSYM Program Kodu,Üniversite Türü,Üniversite,Fakülte / Yüksekokul,Puan Türü,Burs Türü,Genel Kontenjan,Okul Birincisi Kontenjanı,Toplam Kontenjan,Genel Kontenjana Yerleşen,Okul Birincisi Kontenjanına Yerleşen,Toplam Yerleşen,Boş Kalan Kontenjan,İlk Yerleşme Oranı,Yerleşip Kayıt Yaptırmayan,Ek Yerleşen,,,,"0,12 Katsayı ile Yerleşen Son Kişinin Başarı Sırası","0,12 + 0,06 Katsayı ile Yerleşen Son Kişinin Başarı Sırası",2018'de Yerleşip 2019'de OBP'si Kırılarak Yerleşen Sayısı,Yerleşenlerin Ortalama OBP'si,Yerleşenlerin Ortalama Diploma Notu,Yil
205510573,Vakıf,TOROS ÜNİVERSİTESİ ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",SAY,%50 İndirimli,20,---,20,3,---,3,17,"% 15,0",---,---,Dolmadı,---,"288,92738",Dolmadı,---,---,"393,200","78,6",2019
206010363,Vakıf,YAŞAR ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretli,45,---,45,12,---,12,33,"% 26,7",---,---,Dolmadı,---,"315,20200",Dolmadı,---,1,"393,392","78,7",2019
206010372,Vakıf,YAŞAR ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"403,10629",---,"420,76021",62.298,---,---,"422,786","84,6",2019
206010381,Vakıf,YAŞAR ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%50 İndirimli,10,---,10,10,---,10,---,"% 100,0",---,---,"341,54593",---,"408,04179",121.454,---,---,"444,805","89,0",2019
206011104,Vakıf,YAŞAR ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%25 İndirimli,8,---,8,8,---,8,---,"% 100,0",---,---,"302,69698",---,"363,54581",183.399,---,---,"439,356","87,9",2019
206110705,Vakıf,YEDİTEPE ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretli,25,---,25,1,---,1,24,"% 4,0",---,---,Dolmadı,---,"281,44460",Dolmadı,---,---,"407,250","81,5",2019
206110714,Vakıf,YEDİTEPE ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Burslu,9,---,9,9,---,9,---,"% 100,0",---,---,"422,12376",---,"454,78087",48.362,---,---,"456,756","91,4",2019
206111333,Vakıf,YEDİTEPE ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%50 İndirimli,31,---,31,31,---,31,---,"% 100,0",---,---,"337,74397",---,"404,91196",126.400,---,---,"444,192","88,8",2019
206112182,Vakıf,YEDİTEPE ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%25 İndirimli,25,---,25,18,---,18,7,"% 72,0",2,2,Dolmadı,---,"336,63590",Dolmadı,---,1,"432,883","86,6",2019
300110573,KKTC,DOĞU AKDENİZ ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretli,11,---,11,0,---,0,11,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300110582,KKTC,DOĞU AKDENİZ ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Burslu,4,---,4,4,---,4,---,"% 100,0",---,---,"340,69367",---,"397,50901",122.515,---,---,"427,825","85,6",2019
300190371,KKTC,DOĞU AKDENİZ ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%75 İndirimli,7,---,7,7,---,7,---,"% 100,0",---,---,"284,38294",---,"338,54901",225.659,---,---,"397,450","79,5",2019
300111359,KKTC,DOĞU AKDENİZ ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%50 İndirimli,18,---,18,0,---,0,18,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300211719,KKTC,GİRNE AMERİKAN ÜNİVERSİTESİ ,"Mimarlık, Tasarım ve Güzel Sanatlar Fakültesi",SAY,Ücretli,5,---,5,0,---,0,5,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300211728,KKTC,GİRNE AMERİKAN ÜNİVERSİTESİ ,"Mimarlık, Tasarım ve Güzel Sanatlar Fakültesi",SAY,Burslu,7,---,7,2,---,2,5,"% 28,6",---,---,Dolmadı,---,"304,70252",Dolmadı,---,---,"414,550","82,9",2019
300211737,KKTC,GİRNE AMERİKAN ÜNİVERSİTESİ ,"Mimarlık, Tasarım ve Güzel Sanatlar Fakültesi",SAY,%75 İndirimli,11,---,11,0,---,0,11,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300211746,KKTC,GİRNE AMERİKAN ÜNİVERSİTESİ ,"Mimarlık, Tasarım ve Güzel Sanatlar Fakültesi",SAY,%50 İndirimli,7,---,7,0,---,0,7,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300210439,KKTC,GİRNE AMERİKAN ÜNİVERSİTESİ ,"Mimarlık, Tasarım ve Güzel Sanatlar Fakültesi",SAY,Ücretli,5,---,5,0,---,0,5,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300210827,KKTC,GİRNE AMERİKAN ÜNİVERSİTESİ ,"Mimarlık, Tasarım ve Güzel Sanatlar Fakültesi",SAY,Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"292,86327",---,"320,95917",204.747,---,1,"419,200","83,8",2019
300211597,KKTC,GİRNE AMERİKAN ÜNİVERSİTESİ ,"Mimarlık, Tasarım ve Güzel Sanatlar Fakültesi",SAY,%75 İndirimli,10,---,10,0,---,0,10,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300210448,KKTC,GİRNE AMERİKAN ÜNİVERSİTESİ ,"Mimarlık, Tasarım ve Güzel Sanatlar Fakültesi",SAY,%50 İndirimli,8,---,8,0,---,0,8,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300710452,KKTC,GİRNE ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Burslu,10,---,10,3,---,3,7,"% 30,0",1,---,Dolmadı,---,"302,67285",Dolmadı,---,---,"417,317","83,5",2019
300790040,KKTC,GİRNE ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%75 İndirimli,20,---,20,4,---,4,16,"% 20,0",---,---,Dolmadı,---,"289,10640",Dolmadı,---,1,"396,313","79,3",2019
300910017,KKTC,KIBRIS AMERİKAN ÜNİVERSİTESİ ,Güzel Sanatlar Fakültesi,SAY,Ücretli,7,---,7,1,---,1,6,"% 14,3",---,---,Dolmadı,---,"278,25491",Dolmadı,---,---,"458,100","91,6",2019
300910026,KKTC,KIBRIS AMERİKAN ÜNİVERSİTESİ ,Güzel Sanatlar Fakültesi,SAY,Burslu,7,---,7,0,---,0,7,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300910035,KKTC,KIBRIS AMERİKAN ÜNİVERSİTESİ ,Güzel Sanatlar Fakültesi,SAY,%75 İndirimli,8,---,8,0,---,0,8,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300910044,KKTC,KIBRIS AMERİKAN ÜNİVERSİTESİ ,Güzel Sanatlar Fakültesi,SAY,%50 İndirimli,8,---,8,0,---,0,8,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300311603,KKTC,LEFKE AVRUPA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Burslu,12,---,12,4,---,4,8,"% 33,3",---,---,Dolmadı,---,"324,64329",Dolmadı,---,---,"412,413","82,5",2019
300390256,KKTC,LEFKE AVRUPA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%75 İndirimli,20,---,20,0,---,0,20,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300311612,KKTC,LEFKE AVRUPA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%50 İndirimli,8,---,8,0,---,0,8,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300310314,KKTC,LEFKE AVRUPA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Burslu,24,---,24,10,---,10,14,"% 41,7",---,1,Dolmadı,---,"307,83066",Dolmadı,---,---,"424,570","84,9",2019
300312001,KKTC,LEFKE AVRUPA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%75 İndirimli,12,---,12,0,---,0,12,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300311118,KKTC,LEFKE AVRUPA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%50 İndirimli,4,---,4,0,---,0,4,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
301310268,KKTC,ULUSLARARASI FİNAL ÜNİVERSİTESİ ,Mimarlık ve Güzel Sanatlar Fakültesi,SAY,Ücretli,4,---,4,0,---,0,4,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
301310277,KKTC,ULUSLARARASI FİNAL ÜNİVERSİTESİ ,Mimarlık ve Güzel Sanatlar Fakültesi,SAY,Burslu,6,---,6,0,---,0,6,"% 0,0",---,1,---,---,---,Dolmadı,---,---,---,---,2019
301310286,KKTC,ULUSLARARASI FİNAL ÜNİVERSİTESİ ,Mimarlık ve Güzel Sanatlar Fakültesi,SAY,%50 İndirimli,20,---,20,0,---,0,20,"% 0,0",---,3,---,---,---,Dolmadı,---,---,---,---,2019
300411692,KKTC,ULUSLARARASI KIBRIS ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,Ücretli,4,---,4,0,---,0,4,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300411708,KKTC,ULUSLARARASI KIBRIS ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,Burslu,7,---,7,2,---,2,5,"% 28,6",---,---,Dolmadı,---,"336,62841",Dolmadı,---,1,"384,975","77,0",2019
300411717,KKTC,ULUSLARARASI KIBRIS ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,%75 İndirimli,15,---,15,0,---,0,15,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300411726,KKTC,ULUSLARARASI KIBRIS ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,%50 İndirimli,4,---,4,0,---,0,4,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300410119,KKTC,ULUSLARARASI KIBRIS ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,Ücretli,3,---,3,0,---,0,3,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300410764,KKTC,ULUSLARARASI KIBRIS ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,Burslu,14,---,14,5,---,5,9,"% 35,7",---,---,Dolmadı,---,"310,61111",Dolmadı,---,---,"426,310","85,3",2019
300411056,KKTC,ULUSLARARASI KIBRIS ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,%75 İndirimli,10,---,10,0,---,0,10,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300410128,KKTC,ULUSLARARASI KIBRIS ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,%50 İndirimli,3,---,3,0,---,0,3,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300511797,KKTC,YAKIN DOĞU ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Burslu,11,---,11,6,---,6,5,"% 54,5",---,---,Dolmadı,---,"347,77079",Dolmadı,---,1,"440,350","88,1",2019
300513236,KKTC,YAKIN DOĞU ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%75 İndirimli,18,---,18,0,---,0,18,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300511804,KKTC,YAKIN DOĞU ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%50 İndirimli,11,---,11,0,---,0,11,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
300510587,KKTC,YAKIN DOĞU ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Burslu,11,---,11,5,---,5,6,"% 45,5",---,---,Dolmadı,---,"303,94592",Dolmadı,---,---,"418,680","83,7",2019
300513006,KKTC,YAKIN DOĞU ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%75 İndirimli,11,---,11,1,---,1,10,"% 9,1",---,---,Dolmadı,---,"288,86475",Dolmadı,---,---,"438,250","87,7",2019
300511655,KKTC,YAKIN DOĞU ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%50 İndirimli,8,---,8,0,---,0,8,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
401510035,Yabancı,AZERBAYCAN MİMARLIK VE İNŞAAT ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretli,10,---,10,0,---,0,10,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
406210156,Yabancı,NAHCİVAN DEVLET ÜNİVERSİTESİ ,Mimarlık ve Mühendislik Fakültesi,SAY,Ücretli,5,---,5,0,---,0,5,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
409610285,Yabancı,ULUSLARARASI BALKAN ÜNİVERSİTESİ ,Mühendislik Fakültesi,SAY,Ücretli,15,---,15,0,---,0,15,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
409610294,Yabancı,ULUSLARARASI BALKAN ÜNİVERSİTESİ ,Mühendislik Fakültesi,SAY,%50 İndirimli,5,---,5,0,---,0,5,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
409610301,Yabancı,ULUSLARARASI BALKAN ÜNİVERSİTESİ ,Mühendislik Fakültesi,SAY,%25 İndirimli,10,---,10,0,---,0,10,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
408810523,Yabancı,ULUSLARARASI SARAYBOSNA ÜNİVERSİTESİ ,Mühendislik ve Doğa Bilimleri Fakültesi,SAY,Burslu,1,---,1,1,---,1,---,"% 100,0",---,---,"303,11027",---,"303,11027",182.565,---,---,"398,250","79,7",2019
408810638,Yabancı,ULUSLARARASI SARAYBOSNA ÜNİVERSİTESİ ,Mühendislik ve Doğa Bilimleri Fakültesi,SAY,%75 İndirimli,10,---,10,1,---,1,9,"% 10,0",---,---,Dolmadı,---,"279,62438",Dolmadı,---,---,"412,300","82,5",2019
408810302,Yabancı,ULUSLARARASI SARAYBOSNA ÜNİVERSİTESİ ,Mühendislik ve Doğa Bilimleri Fakültesi,SAY,%50 İndirimli,10,---,10,0,---,0,10,"% 0,0",---,---,---,---,---,Dolmadı,---,---,---,---,2019
106510014,Devlet,ABDULLAH GÜL ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,20,1,21,20,1,21,---,"% 100,0",---,---,"453,93464","498,59190",20.024,---,---,"441,69000","88,3",2016
2016
100710648,Devlet,AKDENİZ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",---,---,"419,53053","457,27176",37.436,---,---,"424,24286","84,8",2016
2016
2016
2016
2016
101411161,Devlet,ATATÜRK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"381,48502","434,14506",61.459,---,---,"413,95750","82,8",2016
101510153,Devlet,BALIKESİR ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"390,53457","425,75871",55.175,---,1,"415,57000","83,1",2016
2016
100110406,Devlet,ABANT İZZET BAYSAL ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"395,18236","427,00201",52.068,---,---,"415,62250","83,1",2016
107310322,Devlet,MEHMET AKİF ERSOY ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"374,42921","431,91146",66.644,---,3,"418,82333","83,8",2016
2016
109710348,Devlet,ULUDAĞ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"425,85791","461,60652",33.907,---,---,"426,57550","85,3",2016
102910349,Devlet,ÇUKUROVA ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"409,70575","437,44735",43.102,---,---,"412,34563","82,5",2016
103010204,Devlet,DİCLE ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",1,1,"381,33569","422,88423",61.576,---,---,"411,02250","82,2",2016
103110424,Devlet,DOKUZ EYLÜL ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"432,85463","454,97354",30.150,---,---,"431,67750","86,3",2016
103310361,Devlet,DÜZCE ÜNİVERSİTESİ,"Sanat, Tasarım ve Mimarlık Fakültesi",MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"381,72871","401,51708",61.268,---,1,"408,35000","81,7",2016
103510305,Devlet,ERCİYES ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,90,3,93,90,3,93,---,"% 100,0",1,1,"403,90786","445,99678",46.625,---,1,"418,24111","83,6",2016
103810268,Devlet,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"420,26743","427,87851",37.019,---,---,"431,57563","86,3",2016
2016
103910858,Devlet,FIRAT ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",---,---,"374,49745","445,86364",66.594,---,1,"411,84286","82,4",2016
104110687,Devlet,GAZİ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"437,14453","463,51505",27.912,---,---,"434,38350","86,9",2016
104210429,Devlet,GAZİANTEP ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"391,86408","453,89172",54.213,---,---,"422,09000","84,4",2016
104410066,Devlet,GEBZE TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"415,09545","440,78790",39.981,---,---,"423,43813","84,7",2016
2016
107710415,Devlet,MUSTAFA KEMAL ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",1,1,"365,71895","403,30511",73.380,---,1,"418,09429","83,6",2016
2016
105510477,Devlet,İSTANBUL TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,110,3,113,110,3,113,---,"% 100,0",---,---,"467,01784","526,91257",14.536,---,---,"442,89818","88,6",2016
105510865,Devlet,İSTANBUL TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",1,---,"482,22103","525,57236",9.206,---,---,"456,27333","91,3",2016
2016
2016
2016
105810041,Devlet,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"436,94336","465,50429",27.998,---,1,"439,36063","87,9",2016
2016
106210335,Devlet,KARADENİZ TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"407,44093","452,86180",44.496,---,---,"425,46100","85,1",2016
106710278,Devlet,KIRKLARELİ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",1,1,"369,02026","393,66672",70.797,---,2,"410,11938","82,0",2016
106910276,Devlet,KOCAELİ ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"414,50178","456,81238",40.296,---,---,"420,40750","84,1",2016
2016
107110015,Devlet,MARDİN ARTUKLU ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,40,1,41,40,1,41,---,"% 100,0",---,---,"364,59895","424,31751",74.296,---,1,"397,84000","79,6",2016
107410287,Devlet,MERSİN ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"396,80607","446,57528",51.043,---,1,"417,29438","83,5",2016
107510092,Devlet,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,110,3,113,110,3,113,---,"% 100,0",1,---,"449,55358","466,73798",21.948,---,1,"436,82727","87,4",2016
2016
107010519,Devlet,NECMETTİN ERBAKAN ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",1,1,"399,88705","414,38384",49.097,---,---,"423,03938","84,6",2016
108110357,Devlet,NİĞDE ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"372,28813","402,56189",68.249,---,1,"412,29667","82,5",2016
108210965,Devlet,ONDOKUZ MAYIS ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"400,34480","445,70940",48.819,---,1,"425,02583","85,0",2016
108410318,Devlet,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,90,3,93,90,3,93,---,"% 100,0",---,---,"472,95775","520,04982",12.223,---,---,"452,96944","90,6",2016
108610722,Devlet,PAMUKKALE ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",---,---,"398,80128","435,69640",49.767,---,---,"433,13786","86,6",2016
108810871,Devlet,SAKARYA ÜNİVERSİTESİ,Güzel Sanatlar Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"406,21334","430,61031",45.239,---,1,"410,99750","82,2",2016
2016
102610776,Devlet,CUMHURİYET ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"378,13276","431,35340",63.933,---,---,"409,30750","81,9",2016
109210308,Devlet,SÜLEYMAN DEMİREL ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",1,1,"392,37954","435,72192",53.866,---,1,"428,32313","85,7",2016
107910352,Devlet,NAMIK KEMAL ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",3,3,"378,39349","415,43792",63.724,---,---,"413,45417","82,7",2016
109410218,Devlet,TRAKYA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"384,49340","419,72007",59.292,---,1,"414,00800","82,8",2016
2016
2016
110110252,Devlet,YILDIZ TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,140,4,144,140,4,144,---,"% 100,0",---,---,"446,83052","466,79500",23.237,---,1,"435,33607","87,1",2016
110110482,Devlet,YILDIZ TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,50,2,52,50,2,52,---,"% 100,0",---,---,"458,20904","466,52973",18.093,---,---,"437,53800","87,5",2016
102310107,Devlet,BOZOK ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"366,19064","416,13911",72.988,---,2,"407,92333","81,6",2016
2016
2016
2016
206910027,Vakıf,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"384,95218","401,95882",58.979,---,---,"391,73000","78,3",2016
206910045,Vakıf,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,%50 Burslu,30,---,30,30,---,30,---,"% 100,0",2,1,"280,08144","351,54972",165.313,---,---,"383,34500","76,7",2016
2016
2016
2016
202910172,Vakıf,İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ,Mühendislik ve Doğa Bilimleri Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",1,1,"410,28271","418,85729",42.740,---,---,"424,23333","84,8",2016
202910727,Vakıf,İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ,Mühendislik ve Doğa Bilimleri Fakültesi,MF-4,%50 Burslu,20,---,20,20,---,20,---,"% 100,0",2,---,"296,52748","331,76130",142.387,---,---,"391,09750","78,2",2016
206410465,Vakıf,ULUSLARARASI ANTALYA ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,Tam Burslu,4,---,4,4,---,4,---,"% 100,0",---,---,"412,75236","440,09725",41.269,---,---,"459,97500","92,0",2016
206410483,Vakıf,ULUSLARARASI ANTALYA ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,%50 Burslu,18,---,18,18,---,18,---,"% 100,0",---,---,"353,46713","412,15037",83.286,---,---,"429,80278","86,0",2016
206410492,Vakıf,ULUSLARARASI ANTALYA ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,%25 Burslu,18,---,18,18,---,18,---,"% 100,0",---,---,"280,10066","341,93243",165.278,---,1,"418,14722","83,6",2016
200210731,Vakıf,ATILIM ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,Ücretli,20,---,20,20,---,20,---,"% 100,0",---,---,"293,79581","316,36864",145.907,---,1,"412,24000","82,4",2016
200210749,Vakıf,ATILIM ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"416,69237","432,85747",39.046,---,---,"449,79167","90,0",2016
200210846,Vakıf,ATILIM ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,%50 Burslu,19,---,19,19,---,19,---,"% 100,0",---,---,"349,67094","407,06669",86.447,---,---,"415,61316","83,1",2016
200210873,Vakıf,ATILIM ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,%25 Burslu,15,---,15,15,---,15,---,"% 100,0",---,---,"321,16179","349,01020",113.819,---,---,"402,08667","80,4",2016
200310078,Vakıf,AVRASYA ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,MF-4,Ücretli,43,---,43,43,---,43,---,"% 100,0",2,1,"260,22039","356,03221",197.884,---,2,"378,63372","75,7",2016
200310087,Vakıf,AVRASYA ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"389,60236","399,13332",55.783,---,---,"416,66000","83,3",2016
